TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CLAIM_STATUS,INCIDENT_SEVERITY,RISK_SEGMENTATION,CUSTOMER_STATE,INCIDENT_STATE,INCIDENT_CITY,AGE,EMPLOYMENT_STATUS,AGENT_ID,AGENT_NAME,AGENT_CITY,AGENT_STATE,VENDOR_ID,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE
2020-08-22 00:00:00,TXN00002061,A00003585,PLC00000454,2018-02-06,2020-08-07,2020-08-12,Health,142.93,18000,A,Major Loss,M,VT,KY,Louisville,28,Y,AGENT01166,Lynn Bailey,Peoria,AZ,,,,
2020-08-22 00:00:00,TXN00002062,A00002154,PLC00002999,2014-06-11,2020-08-19,2020-08-19,Health,126.63,10000,A,Total Loss,M,CT,DC,Washington,50,Y,AGENT01019,Sharon Thompson,Lyndon,KY,VNDR00343,Gray-Murray,Montgomery,AL
2020-08-22 00:00:00,TXN00002063,A00005562,PLC00006679,2011-10-11,2020-08-11,2020-08-16,Property,113.07,33000,A,Minor Loss,M,VT,MD,Brooklyn Park,62,Y,AGENT00021,Robert Barnes,Hyde Park,VT,,,,
2020-08-22 00:00:00,TXN00002064,A00003439,PLC00009974,2014-02-15,2020-08-12,2020-08-15,Mobile,9.14,500,A,Major Loss,L,GA,AL,Montgomery,38,Y,AGENT00897,Calvin Lewis,Del City,OK,VNDR00530,Wilson-Rowland,Anchorage,AK
2020-08-22 00:00:00,TXN00002065,A00006547,PLC00008335,2011-11-02,2020-08-12,2020-08-15,Life,71.32,26000,A,Major Loss,M,MD,AL,Montgomery,42,Y,AGENT00309,Lee Nieland,Annapolis,MD,VNDR00466,Wood Group,Annapolis,MD
2020-08-23 00:00:00,TXN00002066,A00003748,PLC00005900,2016-05-29,2020-08-22,2020-08-22,Health,101.17,17000,A,Minor Loss,H,OK,AL,Montgomery,62,Y,AGENT00961,Joyce Hall,Glendale,AZ,,,,
2020-08-23 00:00:00,TXN00002067,A00006305,PLC00000752,2011-05-30,2020-08-22,2020-08-22,Travel,67.97,1000,A,Major Loss,L,DC,GA,Savannah,53,N,AGENT00558,Cecile Pasceri,Annapolis,MD,,,,
2020-08-23 00:00:00,TXN00002068,A00002632,PLC00005575,2010-09-11,2020-08-20,2020-08-20,Mobile,6.09,400,A,Major Loss,M,GA,DC,Washington,28,N,AGENT00623,William Crume,Louisville,KY,VNDR00303,Dawson Inc,Fayetteville,AR
2020-08-23 00:00:00,TXN00002069,A00001730,PLC00009931,2017-09-28,2020-08-15,2020-08-18,Life,80.58,82000,A,Total Loss,L,GA,CO,Arvada,53,Y,AGENT00696,James Harrison,Union City,CA,VNDR00494,Riley PLC,Odenton,MD
2020-08-23 00:00:00,TXN00002070,A00000600,PLC00000053,2015-06-21,2020-08-09,2020-08-14,Health,162.97,10000,A,Minor Loss,L,FL,CA,Hayward,52,Y,AGENT00083,Christopher Fontenot,Louisville,KY,VNDR00465,Garcia PLC,Arvada,CO
2020-08-23 00:00:00,TXN00002071,A00004651,PLC00000945,2011-02-22,2020-08-11,2020-08-16,Motor,117.4,6000,D,Major Loss,M,GA,VT,Washington,25,Y,AGENT01061,Alma Hamblin,Oklahoma City,OK,,,,
2020-08-23 00:00:00,TXN00002072,A00007353,PLC00008469,2013-07-15,2020-08-03,2020-08-08,Property,151.9,25000,A,Total Loss,H,DC,AZ,Litchfield Park,63,Y,AGENT00297,David Parkin,Thetford,VT,,,,
2020-08-23 00:00:00,TXN00002073,A00004292,PLC00009183,2014-04-30,2020-08-11,2020-08-16,Health,154.29,19000,A,Major Loss,L,MA,CA,Fremont,58,N,AGENT00327,Julie Kimsey,Washington,DC,,,,
2020-08-23 00:00:00,TXN00002074,A00006043,PLC00009538,2014-08-01,2020-08-13,2020-08-16,Travel,57.57,5000,A,Minor Loss,H,FL,TN,Nashville,53,Y,AGENT00745,Paul Yocom,Louisville,KY,VNDR00008,"Young, Williams and Pope",West Sacramento,CA
2020-08-23 00:00:00,TXN00002075,A00005987,PLC00007336,2018-03-16,2020-08-04,2020-08-09,Mobile,9.97,400,A,Total Loss,L,AL,FL,Panama City,52,N,AGENT00449,Richard Saucedo,Berkeley,CA,VNDR00289,Ochoa-Morris,Glendale,AZ
2020-08-23 00:00:00,TXN00002076,A00001027,PLC00001926,2017-07-28,2020-08-03,2020-08-08,Health,184.97,3000,A,Minor Loss,L,AL,AL,Montgomery,26,Y,AGENT00909,Jasmin Bryant,Manchester,CT,,,,
2020-08-23 00:00:00,TXN00002077,A00000613,PLC00005121,2011-10-15,2020-08-13,2020-08-16,Mobile,8.13,200,A,Minor Loss,M,VT,MD,Annapolis,63,Y,AGENT00098,Fred Watson,Panama City Beach,FL,VNDR00397,"Fisher, Gonzales and Robbins",Montgomery,AL
2020-08-23 00:00:00,TXN00002078,A00003319,PLC00008529,2018-11-07,2020-08-17,2020-08-19,Life,96.07,58000,A,Minor Loss,L,CO,DC,Washington,60,Y,AGENT00181,Judy Harris,Arvada,CO,VNDR00463,Perez-Rosario,Millersville,MD
2020-08-23 00:00:00,TXN00002079,A00007702,PLC00008354,2012-06-13,2020-08-14,2020-08-17,Mobile,8.07,100,D,Minor Loss,M,AL,CT,Manchester,49,Y,AGENT00995,Robert Thompson,Moore,OK,,,,
2020-08-23 00:00:00,TXN00002080,A00006533,PLC00001864,2019-06-02,2020-08-04,2020-08-09,Motor,126.71,10000,A,Major Loss,M,AL,CT,Manchester,48,Y,AGENT00619,Billie Barefield,Washington,DC,,,,
2020-08-23 00:00:00,TXN00002081,A00000084,PLC00004041,2011-04-29,2020-08-09,2020-08-14,Property,155.67,32000,A,Total Loss,M,AK,GA,Pooler,64,N,AGENT00984,Roger Mccollum,Edmond,OK,,,,
2020-08-23 00:00:00,TXN00002082,A00008621,PLC00003982,2018-01-08,2020-08-09,2020-08-14,Mobile,9.85,600,A,Minor Loss,M,TN,CT,Manchester,25,Y,AGENT00112,Trina Chaney,Manchester,CT,VNDR00403,Foster-Perry,Montgomery,AL
2020-08-23 00:00:00,TXN00002083,A00005774,PLC00001619,2013-05-08,2020-08-08,2020-08-13,Health,115.56,11000,A,Minor Loss,M,CA,CA,Berkeley,34,Y,AGENT00283,Stefani Good,Glendale,AZ,VNDR00067,Weaver-Ellis,Arvada,CO
2020-08-23 00:00:00,TXN00002084,A00003071,PLC00003486,2018-01-08,2020-08-21,2020-08-21,Health,191.46,15000,A,Major Loss,L,CO,DC,Washington,57,N,AGENT00612,Susan Mincey,Louisville,KY,VNDR00256,Barrett and Sons,Fremont,CA
2020-08-23 00:00:00,TXN00002085,A00008497,PLC00008206,2020-01-27,2020-08-22,2020-08-22,Property,128.25,30000,A,Total Loss,L,CT,KY,Louisville,48,Y,AGENT00438,Hollis Mcmillian,Manchester,CT,VNDR00167,Diaz Group,Arvada,CO
2020-08-23 00:00:00,TXN00002086,A00006806,PLC00005139,2015-09-01,2020-08-10,2020-08-15,Mobile,10.76,400,A,Major Loss,H,KY,OK,Oklahoma City,26,N,AGENT01023,David Taylor,Glen Burnie,MD,VNDR00584,"Garrett, Wagner and Edwards",Midwest City,OK
2020-08-24 00:00:00,TXN00002087,A00006839,PLC00000229,2015-11-02,2020-08-22,2020-08-22,Life,67.47,80000,A,Minor Loss,M,CO,CO,Arvada,41,Y,AGENT01005,Gertrude Collier,Nashville,TN,VNDR00432,"Cohen, Johnson and Silva",Panama City,FL
2020-08-24 00:00:00,TXN00002088,A00006338,PLC00005583,2017-05-22,2020-08-18,2020-08-20,Health,194.87,18000,A,Major Loss,H,AL,DC,Washington,46,Y,AGENT00682,Michael Ortiz,Anchorage,AK,,,,
2020-08-24 00:00:00,TXN00002089,A00009689,PLC00002766,2012-04-13,2020-08-11,2020-08-16,Mobile,9.94,700,A,Minor Loss,H,AR,FL,Panama City Beach,31,Y,AGENT00872,Bill Tutt,Lynn Haven,FL,,,,
2020-08-24 00:00:00,TXN00002090,A00002689,PLC00002412,2020-01-15,2020-08-11,2020-08-16,Property,129.93,28000,A,Total Loss,L,DC,CA,Berkeley,45,Y,AGENT00740,Aletha Cooper,Glendale,AZ,VNDR00188,"Miller, Miller and Davis",Louisville,KY
2020-08-24 00:00:00,TXN00002091,A00008523,PLC00000347,2017-04-10,2020-08-10,2020-08-15,Motor,98.94,2000,A,Major Loss,M,GA,GA,Savannah,62,Y,AGENT01132,Henry Howell,Nashville,TN,VNDR00168,"Miller, Bryant and Vega",Anchorage,AK
2020-08-24 00:00:00,TXN00002092,A00007901,PLC00009395,2019-12-18,2020-08-23,2020-08-23,Travel,70.59,2000,A,Total Loss,M,KY,CO,Arvada,44,Y,AGENT01200,Virginia Stachura,Edgewater,MD,,,,
2020-08-24 00:00:00,TXN00002093,A00001961,PLC00007890,2018-04-22,2020-08-18,2020-08-20,Property,116.96,39000,A,Total Loss,M,CA,AR,Fayetteville,30,Y,AGENT00031,Grace Rogers,Anchorage,AK,,,,
2020-08-24 00:00:00,TXN00002094,A00001385,PLC00000343,2015-08-07,2020-08-16,2020-08-19,Travel,67.93,5000,A,Total Loss,M,FL,DC,Washington,39,Y,AGENT00344,Socorro Jones,Hesperia,CA,VNDR00473,Griffin Ltd,Montgomery,AL
2020-08-24 00:00:00,TXN00002095,A00005710,PLC00007655,2015-08-18,2020-08-16,2020-08-19,Property,156.33,11000,A,Major Loss,M,AR,TN,Nashville,50,Y,AGENT01177,Jeffrey Merrell,Louisville,KY,,,,
2020-08-24 00:00:00,TXN00002096,A00007664,PLC00001910,2016-11-27,2020-08-21,2020-08-21,Property,109.07,37000,A,Minor Loss,M,DC,AR,Fayetteville,57,Y,AGENT00111,Philip Mabrey,Fayetteville,AR,,,,
2020-08-24 00:00:00,TXN00002097,A00004445,PLC00004722,2012-12-03,2020-08-12,2020-08-17,Life,92.74,36000,A,Total Loss,M,AZ,KY,Louisville,27,Y,AGENT00193,John Buck,Oakland,CA,,,,
2020-08-24 00:00:00,TXN00002098,A00008056,PLC00006002,2017-04-22,2020-08-22,2020-08-22,Mobile,10.26,600,A,Total Loss,L,VT,MD,Glen Burnie,55,N,AGENT00944,Melvin Stacey,Louisville,KY,VNDR00499,"Green, Hernandez and Conley",Savannah,GA
2020-08-24 00:00:00,TXN00002099,A00002393,PLC00008372,2016-03-11,2020-08-13,2020-08-18,Health,199.45,1000,A,Minor Loss,H,GA,KY,Louisville,27,Y,AGENT00496,Shawn Mitchell,Louisville,KY,,,,
2020-08-24 00:00:00,TXN00002100,A00004170,PLC00003951,2019-02-16,2020-08-22,2020-08-22,Property,130.93,20000,A,Total Loss,M,VT,CA,Hayward,26,Y,AGENT00502,Yvonne Rogers,Washington,DC,VNDR00107,"Kaiser, Sanford and Lopez",Arvada,CO
2020-08-24 00:00:00,TXN00002101,A00004205,PLC00000919,2016-02-23,2020-08-12,2020-08-17,Property,89.34,32000,A,Minor Loss,M,AR,FL,Mexico Beach,53,Y,AGENT00299,Virginia Huston,Manchester,CT,VNDR00031,Johnson Ltd,Fayetteville,AR
2020-08-24 00:00:00,TXN00002102,A00006590,PLC00000155,2017-10-28,2020-08-04,2020-08-09,Life,76.92,12000,A,Minor Loss,H,TN,CA,Oakland,43,Y,AGENT00356,Helen Goldman,Waddell,AZ,,,,
2020-08-24 00:00:00,TXN00002103,A00007406,PLC00008711,2016-12-11,2020-08-12,2020-08-17,Motor,105.54,7000,A,Major Loss,L,VT,GA,Savannah,39,N,AGENT00094,Claudia Lennon,Crofton,MD,VNDR00263,Jones-Banks,Berkeley,CA
2020-08-24 00:00:00,TXN00002104,A00006157,PLC00008214,2010-12-22,2020-08-08,2020-08-13,Motor,134.28,7000,A,Minor Loss,L,OK,KY,Saint Matthews,60,Y,AGENT00757,Nora Stump,Montgomery,AL,VNDR00033,Hooper-Garrett,Louisville,KY
2020-08-24 00:00:00,TXN00002105,A00002817,PLC00000847,2018-10-12,2020-08-21,2020-08-21,Health,111.17,18000,A,Total Loss,H,KY,MD,Glen Burnie,33,Y,AGENT00258,Daniel Kissee,Nashville,TN,,,,
2020-08-24 00:00:00,TXN00002106,A00004094,PLC00005808,2014-06-16,2020-08-21,2020-08-21,Mobile,8.7,200,A,Major Loss,L,CT,AR,Fayetteville,64,Y,AGENT00693,Gerald Proctor,Glendale,AZ,VNDR00009,"Flores, Haas and Fox",Arvada,CO
2020-08-24 00:00:00,TXN00002107,A00004291,PLC00004237,2013-09-04,2020-08-22,2020-08-22,Travel,88.61,2000,D,Total Loss,M,TN,VT,Saint Albans Town,42,Y,AGENT01084,Heather Arterburn,Savannah,GA,VNDR00555,Garcia PLC,Jeffersontown,KY
2020-08-24 00:00:00,TXN00002108,A00006430,PLC00009662,2018-06-15,2020-08-19,2020-08-20,Property,143.04,26000,A,Major Loss,M,OK,AK,Anchorage,37,N,AGENT00023,Amy Venice,,VT,VNDR00415,Wells Group,Manchester,CT
2020-08-24 00:00:00,TXN00002109,A00001478,PLC00004514,2017-04-17,2020-08-15,2020-08-18,Health,176.95,11000,A,Minor Loss,M,FL,AR,Fayetteville,61,Y,AGENT00789,Alison Baron,Arvada,CO,VNDR00060,"Taylor, Holt and Stout",Oakland,CA
2020-08-24 00:00:00,TXN00002110,A00001415,PLC00008597,2017-01-19,2020-08-06,2020-08-11,Travel,53.19,4000,A,Major Loss,L,CT,AL,Montgomery,31,N,AGENT00285,Anthony Leatherwood,Nashville,TN,VNDR00125,Thompson Inc,Louisville,KY
2020-08-24 00:00:00,TXN00002111,A00006205,PLC00000441,2012-04-03,2020-08-09,2020-08-14,Life,66.37,32000,A,Minor Loss,M,AR,AR,Fayetteville,38,Y,AGENT01033,Dana Solomon,Glendale,AZ,,,,
2020-08-24 00:00:00,TXN00002112,A00005771,PLC00007423,2011-07-21,2020-08-17,2020-08-19,Health,161.18,4000,A,Minor Loss,M,AL,CA,Berkeley,53,Y,AGENT00634,Constance Padel,Anchorage,AK,VNDR00429,Mora-Rivas,Mammoth Lakes,CA
2020-08-24 00:00:00,TXN00002113,A00000870,PLC00007478,2013-05-15,2020-08-22,2020-08-22,Travel,50.44,2000,A,Total Loss,L,AR,FL,Panama City,33,Y,AGENT00239,Mildred Howell,Midwest City,OK,VNDR00451,"Hicks, Patton and Cook",Anchorage,AK
2020-08-24 00:00:00,TXN00002114,A00003114,PLC00004343,2020-01-14,2020-08-17,2020-08-19,Life,84.33,77000,A,Total Loss,H,VT,DC,Washington,27,Y,AGENT00066,Danielle Visvardis,Worcester,MA,VNDR00094,Payne-Smith,Panama City,FL
2020-08-24 00:00:00,TXN00002115,A00000893,PLC00006681,2014-03-19,2020-08-12,2020-08-17,Motor,95.9,5000,A,Minor Loss,L,AL,OK,Oklahoma City,62,Y,AGENT00347,Tammie Ansbro,Nashville,TN,VNDR00399,Collins-Stone,Savannah,GA
2020-08-24 00:00:00,TXN00002116,A00004950,PLC00006565,2016-02-19,2020-08-14,2020-08-17,Health,198.37,9000,A,Minor Loss,L,AR,AR,Fayetteville,25,Y,AGENT00088,Sara Keith,Pleasanton,CA,VNDR00164,Perkins Group,Mountain View,CA
2020-08-24 00:00:00,TXN00002117,A00001958,PLC00003727,2019-04-12,2020-08-09,2020-08-14,Mobile,6.62,100,A,Major Loss,M,DC,CT,Manchester,50,Y,AGENT00188,Judith Sweet,Oklahoma City,OK,,,,
2020-08-25 00:00:00,TXN00002118,A00001670,PLC00001078,2017-04-04,2020-08-11,2020-08-16,Travel,84.85,5000,A,Total Loss,H,GA,MD,Arnold,33,Y,AGENT00767,Mike Purnell,Montgomery,AL,VNDR00314,Clarke Ltd,Hanover,MD
2020-08-25 00:00:00,TXN00002119,A00005111,PLC00000555,2011-06-13,2020-08-18,2020-08-20,Health,114.23,19000,A,Total Loss,H,CA,AR,Fayetteville,33,Y,AGENT00354,Steven Reed,Waddell,AZ,,,,
2020-08-25 00:00:00,TXN00002120,A00000798,PLC00009472,2016-07-09,2020-08-15,2020-08-18,Travel,94.87,1000,A,Minor Loss,M,AR,CA,Fremont,28,Y,AGENT00835,Kyle Collins,Glendale,AZ,,,,
2020-08-25 00:00:00,TXN00002121,A00008279,PLC00003874,2010-09-24,2020-08-23,2020-08-23,Motor,70.63,2000,A,Total Loss,L,VT,DC,Washington,64,N,AGENT00027,Jaqueline Hanson,Panama City Beach,FL,VNDR00290,Pierce Group,Arvada,CO
2020-08-25 00:00:00,TXN00002122,A00004371,PLC00002540,2011-03-17,2020-08-23,2020-08-23,Motor,113.05,9000,A,Minor Loss,H,AZ,DC,Washington,60,Y,AGENT00877,Jacob Williamson,Montgomery,AL,,,,
2020-08-25 00:00:00,TXN00002123,A00006159,PLC00009554,2020-01-14,2020-08-09,2020-08-14,Property,113.68,27000,A,Minor Loss,L,GA,FL,Panama City,61,Y,AGENT00465,Allison Taylor,Glendale,AZ,,,,
2020-08-25 00:00:00,TXN00002124,A00002496,PLC00009411,2013-06-05,2020-08-20,2020-08-21,Life,88.29,35000,A,Minor Loss,M,OK,OK,Oklahoma City,31,N,AGENT00939,Robin Mrozinski,Arvada,CO,,,,
2020-08-25 00:00:00,TXN00002125,A00002476,PLC00005024,2019-06-10,2020-08-07,2020-08-12,Property,121.13,32000,A,Total Loss,M,TN,CA,Hesperia,33,N,AGENT01065,Fern Hatcher,Washington,DC,,,,
2020-08-25 00:00:00,TXN00002126,A00004922,PLC00004049,2010-11-11,2020-08-09,2020-08-14,Health,185.57,20000,A,Total Loss,M,FL,AZ,Glendale,37,Y,AGENT00655,Jason Davis,Savannah,GA,VNDR00276,Davis-Ferguson,Nashville,TN
2020-08-25 00:00:00,TXN00002127,A00000485,PLC00001787,2019-09-10,2020-08-20,2020-08-21,Travel,65.23,4000,D,Total Loss,L,VT,CO,Arvada,55,Y,AGENT00258,Daniel Kissee,Nashville,TN,VNDR00544,"Miller, Jensen and Bridges",Crofton,MD
2020-08-25 00:00:00,TXN00002128,A00006426,PLC00006328,2013-09-13,2020-08-24,2020-08-24,Motor,136.06,5000,A,Total Loss,M,CT,TN,Nashville,50,Y,AGENT00983,David Montanye,Glendale,AZ,VNDR00493,"Rojas, Brown and Floyd",Arvada,CO
2020-08-25 00:00:00,TXN00002129,A00008986,PLC00002164,2019-10-20,2020-08-19,2020-08-21,Travel,83.03,5000,A,Total Loss,L,KY,TN,Nashville,45,Y,AGENT00017,Robert Gordon,Fayetteville,AR,VNDR00221,Moore-Bradley,Marblehead,MA
2020-08-25 00:00:00,TXN00002130,A00007367,PLC00003615,2011-04-29,2020-08-15,2020-08-18,Property,158.43,37000,D,Total Loss,L,DC,DC,Washington,62,Y,AGENT00717,Richard Mckinney,Savannah,GA,,,,
2020-08-25 00:00:00,TXN00002131,A00008743,PLC00006183,2019-11-25,2020-08-14,2020-08-19,Property,105.2,20000,A,Total Loss,L,CT,FL,Panama City Beach,33,Y,AGENT00734,Patrick Baptiste,Anchorage,AK,,,,
2020-08-25 00:00:00,TXN00002132,A00009205,PLC00009951,2016-11-13,2020-08-09,2020-08-14,Motor,111.65,10000,D,Minor Loss,L,CO,GA,Bloomingdale,52,Y,AGENT00135,Robert Blair,Savannah,GA,,,,
2020-08-25 00:00:00,TXN00002133,A00002052,PLC00008410,2016-08-11,2020-08-19,2020-08-21,Mobile,7.07,200,A,Minor Loss,L,DC,DC,Washington,28,Y,AGENT00206,Wm Combs,Glendale,AZ,VNDR00506,Brown-Morris,Fremont,CA
2020-08-25 00:00:00,TXN00002134,A00001852,PLC00008330,2013-08-12,2020-08-14,2020-08-19,Health,108.81,6000,D,Minor Loss,L,TN,AL,Montgomery,39,Y,AGENT00631,Ashley Baird,Nashville,TN,,,,
2020-08-26 00:00:00,TXN00002135,A00000934,PLC00007144,2019-07-31,2020-08-17,2020-08-20,Travel,51.54,1000,A,Total Loss,M,FL,CA,Antioch,31,Y,AGENT01141,Cynthia Hines,Glendale,AZ,VNDR00060,"Taylor, Holt and Stout",Oakland,CA
2020-08-26 00:00:00,TXN00002136,A00002417,PLC00009596,2020-01-28,2020-08-06,2020-08-11,Motor,98.3,7000,A,Minor Loss,M,MA,CT,Manchester,26,Y,AGENT00671,Stacy Bird,Savannah,GA,,,,
2020-08-26 00:00:00,TXN00002137,A00001198,PLC00007225,2018-01-25,2020-08-07,2020-08-12,Health,121.86,11000,A,Total Loss,L,CA,FL,Mexico Beach,30,Y,AGENT00327,Julie Kimsey,Washington,DC,,,,
2020-08-26 00:00:00,TXN00002138,A00006848,PLC00006420,2017-04-21,2020-08-25,2020-08-25,Life,62.45,43000,A,Minor Loss,H,AZ,OK,Oklahoma City,56,Y,AGENT00153,Pat Hartman,Anchorage,AK,VNDR00120,Cunningham-Harrison,Brentwood,TN
2020-08-26 00:00:00,TXN00002139,A00005129,PLC00009069,2012-10-18,2020-08-14,2020-08-19,Life,64.71,61000,A,Minor Loss,L,MA,AK,Anchorage,33,Y,AGENT00648,Melody Koontz,Louisville,KY,VNDR00312,Roberts Inc,Glendale,AZ
2020-08-26 00:00:00,TXN00002140,A00000914,PLC00001866,2013-01-03,2020-08-17,2020-08-20,Mobile,11.05,400,D,Total Loss,M,CA,AL,Montgomery,64,Y,AGENT00501,Shirley Conway,Arvada,CO,,,,
2020-08-26 00:00:00,TXN00002141,A00008524,PLC00003008,2018-10-21,2020-08-19,2020-08-21,Property,149.44,12000,A,Major Loss,L,AR,CT,Manchester,48,Y,AGENT00038,Harold Ward,Pooler,GA,VNDR00211,"Keller, Fuentes and Smith",Manchester,CT
2020-08-26 00:00:00,TXN00002142,A00003971,PLC00009268,2015-04-23,2020-08-10,2020-08-15,Mobile,9.68,700,A,Major Loss,M,CO,OK,Oklahoma City,32,Y,AGENT00571,Michele Downs,Anchorage,AK,VNDR00587,Brown-Cook,Brentwood,TN
2020-08-26 00:00:00,TXN00002143,A00000183,PLC00003029,2018-11-05,2020-08-19,2020-08-21,Life,98.45,20000,A,Major Loss,L,AL,CA,Santa Cruz,29,Y,AGENT00150,Leonardo Varghese,Nashville,TN,VNDR00453,Burton PLC,Boulder,CO
2020-08-26 00:00:00,TXN00002144,A00003507,PLC00000771,2011-03-15,2020-08-23,2020-08-23,Property,125.32,33000,A,Major Loss,L,CA,AL,Montgomery,46,Y,AGENT00470,Charles Turner,Piedmont,CA,VNDR00209,"Hill, Blair and Rice",Louisville,KY
2020-08-26 00:00:00,TXN00002145,A00002624,PLC00008756,2017-02-21,2020-08-25,2020-08-25,Mobile,10.35,600,A,Minor Loss,M,CO,CA,Oakland,64,Y,AGENT00388,Larry Scott,Woodland,CA,VNDR00025,Wright Group,Fayetteville,AR
2020-08-26 00:00:00,TXN00002146,A00005863,PLC00000122,2017-03-11,2020-08-24,2020-08-24,Life,59.62,39000,A,Minor Loss,L,TN,MD,Pasadena,48,N,AGENT00719,Jose Jones,Lynn Haven,FL,VNDR00319,Jones-Hill,Glendale,AZ
2020-08-26 00:00:00,TXN00002147,A00009582,PLC00005641,2011-01-31,2020-08-22,2020-08-23,Health,111.28,9000,A,Minor Loss,L,AZ,MA,Athol,35,Y,AGENT00034,Yvonne Sanders,Nashville,TN,,,,
2020-08-26 00:00:00,TXN00002148,A00000700,PLC00009012,2019-11-10,2020-08-23,2020-08-23,Life,58.41,15000,A,Minor Loss,H,GA,AK,Anchorage,47,Y,AGENT00648,Melody Koontz,Louisville,KY,VNDR00397,"Fisher, Gonzales and Robbins",Montgomery,AL
2020-08-26 00:00:00,TXN00002149,A00008684,PLC00002100,2017-06-20,2020-08-25,2020-08-25,Travel,85.77,5000,A,Major Loss,M,CA,CA,San Leandro,63,Y,AGENT00355,Gilberte Emerson,Montgomery,AL,VNDR00499,"Green, Hernandez and Conley",Savannah,GA
2020-08-26 00:00:00,TXN00002150,A00009286,PLC00006464,2010-06-09,2020-08-06,2020-08-11,Travel,97.39,4000,A,Total Loss,M,CA,DC,Washington,30,Y,AGENT01139,Lois Sheets,Manchester,CT,VNDR00052,Garcia-Brown,Lyndon,VT
2020-08-26 00:00:00,TXN00002151,A00003437,PLC00008563,2010-12-03,2020-08-16,2020-08-19,Motor,89.17,7000,A,Minor Loss,M,MA,FL,Lynn Haven,29,Y,AGENT00596,Robert Janus,Washington,DC,VNDR00019,Wells-Hooper,Glendale,AZ
2020-08-26 00:00:00,TXN00002152,A00003258,PLC00005540,2015-08-23,2020-08-13,2020-08-18,Mobile,10.87,200,A,Minor Loss,L,VT,MA,Attleboro,30,Y,AGENT00809,Peter Henry,Needham,MA,,,,
2020-08-26 00:00:00,TXN00002153,A00006522,PLC00001917,2016-10-03,2020-08-25,2020-08-25,Travel,89.26,2000,A,Total Loss,M,MA,CO,Arvada,52,Y,AGENT01056,James Murphy,Washington,DC,VNDR00254,Wilson-Kelly,Panama City,FL
2020-08-26 00:00:00,TXN00002154,A00006218,PLC00003393,2012-09-17,2020-08-11,2020-08-16,Motor,92.16,10000,A,Total Loss,M,CT,CO,Pueblo,49,Y,AGENT00350,Jessica Lipkin,Castro Valley,CA,VNDR00440,"Hawkins, Hansen and Gonzalez",Louisville,KY
2020-08-26 00:00:00,TXN00002155,A00004738,PLC00008686,2010-11-14,2020-08-08,2020-08-13,Mobile,10.78,400,A,Major Loss,H,MA,MA,Athol,47,Y,AGENT01113,Michael Snyder,Nashville,TN,,,,
2020-08-26 00:00:00,TXN00002156,A00004917,PLC00007560,2017-05-12,2020-08-21,2020-08-22,Health,189.17,18000,A,Major Loss,M,CA,AK,Anchorage,62,Y,AGENT00880,Albert Garcia,Panama City,FL,VNDR00273,Watkins Inc,Fayetteville,AR
2020-08-26 00:00:00,TXN00002157,A00000985,PLC00009999,2010-10-23,2020-08-20,2020-08-22,Mobile,7.83,300,A,Major Loss,L,CA,VT,Poultney,34,Y,AGENT00879,Raymundo Pelchat,Livermore,CA,,,,
2020-08-26 00:00:00,TXN00002158,A00003668,PLC00003105,2017-06-18,2020-08-14,2020-08-19,Mobile,10.52,700,A,Minor Loss,L,FL,OK,Edmond,52,Y,AGENT00424,Robert Obrien,Hartland,VT,VNDR00555,Garcia PLC,Jeffersontown,KY
2020-08-26 00:00:00,TXN00002159,A00005973,PLC00008111,2015-05-06,2020-08-16,2020-08-19,Travel,97.59,3000,A,Major Loss,L,MA,FL,Southport,29,Y,AGENT01025,Ronald Fassett,Nashville,TN,,,,
2020-08-26 00:00:00,TXN00002160,A00009863,PLC00005308,2013-12-13,2020-08-10,2020-08-15,Health,159.96,8000,A,Total Loss,L,KY,TN,Nashville,52,Y,AGENT00891,Molly Hutchinson,Louisville,KY,VNDR00293,Brown Ltd,Cambridge,MA
2020-08-26 00:00:00,TXN00002161,A00002814,PLC00001283,2014-01-26,2020-08-06,2020-08-11,Property,107.02,39000,A,Major Loss,L,KY,GA,Thunderbolt,55,Y,AGENT01007,Roosevelt Holsopple,Thunderbolt,GA,VNDR00591,Hoffman-Roberts,Rancho Cordova,CA
2020-08-26 00:00:00,TXN00002162,A00005459,PLC00001636,2018-01-09,2020-08-16,2020-08-19,Health,112.39,3000,A,Total Loss,M,KY,TN,Nashville,29,Y,AGENT00508,Lilia Fletcher,Manchester,CT,,,,
2020-08-26 00:00:00,TXN00002163,A00000225,PLC00004961,2012-03-14,2020-08-11,2020-08-16,Motor,99.11,8000,A,Major Loss,L,VT,CA,Roseville,33,Y,AGENT00702,William Cole,Barre,VT,,,,
2020-08-26 00:00:00,TXN00002164,A00000829,PLC00000875,2014-04-26,2020-08-14,2020-08-19,Mobile,6.79,700,A,Major Loss,M,GA,OK,Warr Acres,59,Y,AGENT00234,Marvin Ritter,Fayetteville,AR,VNDR00039,Thomas and Sons,Beverly Hills,FL
